23,yj9jj23z,24,https://www.speedrun.com/sm64/runs/yj9jj23z,2024-07-05T20:58:52Z,904.83,904.83,zxzn3w9x,spener1122,Canada,N64, 16_Star
24,yv7w97ey,25,https://www.speedrun.com/sm64/runs/yv7w97ey,2025-09-12T20:46:00Z,905.23,905.23,5j52dgqj,lunarjump,United States,N64, 16_Star
25,yje0j1om,26,https://www.speedrun.com/sm64/runs/yje0j1om,2025-04-07T01:04:15Z,905.73,905.73,18q652oj,Poke,United States,N64, 16_Star
26,zgojdojm,27,https://www.speedrun.com/sm64/runs/zgojdojm,2024-10-13T02:03:58Z,906.25,906.25,1xy05zjr,turara32767,Japan,N64, 16_Star
27,y8kojlwy,28,https://www.speedrun.com/sm64/runs/y8kojlwy,2024-01-05T05:58:14Z,906.73,906.73,qj2rklpx,cjrokokomero,Italy,N64, 16_Star
28,zpkxv1vy,29,https://www.speedrun.com/sm64/runs/zpkxv1vy,2025-03-07T08:17:34Z,908.39,908.39,j20e4vpx,kusabi,Japan,N64, 16_Star
29,m3vl8qgz,30,https://www.speedrun.com/sm64/runs/m3vl8qgz,2025-07-10T22:33:46Z,908.43,908.43,v8lgdovj,Drac,Brazil,N64, 16_Star
30,zpw506ry,31,https://www.speedrun.com/sm64/runs/zpw506ry,2023-08-08T21:52:14Z,908.63,908.63,j4rpn7d8,Nils,Sweden,N64, 16_Star
31,y4le92kz,32,https://www.speedrun.com/sm64/runs/y4le92kz,2024-07-31T18:36:28Z,909.35,909.35,jm3lqln8,Mauir,Chile,EMU, 16_Star
32,m36394wm,33,https://www.speedrun.com/sm64/runs/m36394wm,2022-01-18T20:20:29Z,909.43,909.43,8wlk4n4j,Kaimatix,England,EMU, 16_Star
33,y98l6wkz,34,https://www.speedrun.com/sm64/runs/y98l6wkz,2023-06-22T16:13:52Z,909.93,909.93,o86vrqpj,Joshua_iz_drunk,Ireland,EMU, 16_Star
34,zgqk9l0y,35,https://www.speedrun.com/sm64/runs/zgqk9l0y,2022-08-11T13:53:17Z,910.6,910.6,xyrqdwmj,Zhilkan,Spain,EMU, 16_Star
35,mrx6l3dm,36,https://www.speedrun.com/sm64/runs/mrx6l3dm,2024-08-25T12:05:47Z,912.16,912.16,8ew0dk28, NotGorilla,Sweden,EMU, 16_Star
36,y8g7lenz,37,https://www.speedrun.com/sm64/runs/y8g7lenz,2025-09-09T01:11:59Z,913.56,913.56,zxze2zex,Flixer,United States,N64, 16_Star
37,z1p04l9z,38,https://www.speedrun.com/sm64/runs/z1p04l9z,2022-07-17T17:59:23Z,913.66,913.66,v814mkp8,cheese,Spain,N64, 16_Star
38,m7x80r4y,39,https://www.speedrun.com/sm64/runs/m7x80r4y,2022-08-21T17:24:28Z,913.83,913.83,18v62qyx,Benji64,Austria,N64, 16_Star
39,yokq7q7z,40,https://www.speedrun.com/sm64/runs/yokq7q7z,2020-07-23T23:57:08Z,913.84,913.84,7j40gpw8,cuas,EMU, 16_Star
40,y869w55m,41,https://www.speedrun.com/sm64/runs/y869w55m,2023-05-11T00:06:11Z,914.73,914.73,8wlk4n4j,Kaimatix,England,N64, 16_Star
41,y207x9wm,42,https://www.speedrun.com/sm64/runs/y207x9wm,2022-01-10T21:25:43Z,915.13,915.13,8vkrw22j,Tag609,United States,VC, 16_Star
42,yoe89n5z,43,https://www.speedrun.com/sm64/runs/yoe89n5z,2025-08-23T06:49:48Z,916.58,916.58,48gqo07j,darkdog47,United States,N64, 16_Star
43,me10ww3y,44,https://www.speedrun.com/sm64/runs/me10ww3y,2022-09-28T06:07:24Z,916.78,916.78,8qzmp678,Jaybomb,United States,N64, 16_Star
44,zx6jr85z,45,https://www.speedrun.com/sm64/runs/zx6jr85z,2021-03-17T16:49:20Z,916.83,916.83,1xy9p1vj,taihou,Japan,EMU, 16_Star
45,y8l0re5m,46,https://www.speedrun.com/sm64/runs/y8l0re5m,2026-04-20T00:37:34Z,917.11,917.11,j2ylqn68,Karin,Japan,N64, 16_Star
46,ylx51g2y,47,https://www.speedrun.com/sm64/runs/ylx51g2y,2024-10-27T04:27:50Z,917.75,917.75,81611olx,phyxius6,United States,N64, 16_Star
47,ydllg7xz,48,https://www.speedrun.com/sm64/runs/ydllg7xz,2024-10-07T00:56:53Z,917.76,917.76,8d4ywn58,vitroncio,Brazil,N64, 16_Star
48,mkkp5lvm,49,https://www.speedrun.com/sm64/runs/mkkp5lvm,2022-06-23T06:04:14Z,918.0,918.0,jo2mr9n8,marlene,N64, 16_Star
49,y81vwdnz,50,https://www.speedrun.com/sm64/runs/y81vwdnz,2019-08-09T04:56:58Z,918.43,918.43,48gqo07j,darkdog47,United States,VC, 16_Star
50,zn6v193y,51,https://www.speedrun.com/sm64/runs/zn6v193y,2026-04-26T16:05:47Z,918.56,918.56,o866w58z,Xiah,Japan,N64, 16_Star
51,zg9wpl0m,52,https://www.speedrun.com/sm64/runs/zg9wpl0m,2025-10-20T22:44:44Z,919.33,919.33,xkp9696j,Carlo64, 16_Starrway,N64, 16_Star
52,y23o4v5m,53,https://www.speedrun.com/sm64/runs/y23o4v5m,2018-05-03T11:10:23Z,919.55,919.55,98r61l38,YuraMofu,Japan,N64, 16_Star
53,yj8jnodm,54,https://www.speedrun.com/sm64/runs/yj8jnodm,2022-12-02T03:46:32Z,919.86,919.86,dx35192j,Dezanig,Brazil,N64, 16_Star
54,y4645e2z,55,https://www.speedrun.com/sm64/runs/y4645e2z,2024-06-18T02:20:39Z,920.3,920.3,y8dz54gj,Maosfx,United States,N64, 16_Star
55,zpd7w2vz,56,https://www.speedrun.com/sm64/runs/zpd7w2vz,2022-11-23T17:48:23Z,920.31,920.31,j0nmelr8,carrickdan,Ireland,N64, 16_Star
56,zg62n2em,57,https://www.speedrun.com/sm64/runs/zg62n2em,2025-07-06T01:01:12Z,921.06,921.06,8lrm6r78,piposaru,Japan,N64, 16_Star
57,yv778q4y,58,https://www.speedrun.com/sm64/runs/yv778q4y,2025-08-12T21:23:26Z,921.45,921.45,1xyd46wx,Kally,United States,N64, 16_Star
58,zqdvn1rm,59,https://www.speedrun.com/sm64/runs/zqdvn1rm,2023-11-05T01:48:59Z,922.1,922.1,j0324nmj,MrDasho,Ecuador,EMU, 16_Star
59,z52pd7gz,60,https://www.speedrun.com/sm64/runs/z52pd7gz,2022-06-13T22:35:39Z,922.81,922.81,dx3wpl2j,MrJimmysteel25,United States,N64, 16_Star
60,yljpq1rm,61,https://www.speedrun.com/sm64/runs/yljpq1rm,2025-08-05T14:38:53Z,922.98,922.98,kjpqrr4x,Goldrush,Japan,N64, 16_Star
61,yl5oel3z,62,https://www.speedrun.com/sm64/runs/yl5oel3z,2025-11-03T04:41:19Z,924.06,924.06,81q1oq5j,Ian_1243,Peru,EMU, 16_Star
62,ylx0wxny,63,https://www.speedrun.com/sm64/runs/ylx0wxny,2024-07-26T04:32:52Z,924.9,924.9,8vkqwknj,GroundPoundGary,United States,N64, 16_Star
63,yv7747ey,64,https://www.speedrun.com/sm64/runs/yv7747ey,2025-08-09T22:33:22Z,925.2,925.2,jpm2m44j,happydude124,United States,EMU, 16_Star
64,zx0rpwqz,65,https://www.speedrun.com/sm64/runs/zx0rpwqz,2025-09-01T20:48:08Z,925.4,925.4,81q1oq5j,Ian_1243,Peru,N64, 16_Star
65,mrv2odgz,66,https://www.speedrun.com/sm64/runs/mrv2odgz,2024-05-10T02:12:52Z,926.0,926.0,zxzqlnrx,Cysse,France,EMU, 16_Star
66,zpxr19nm,67,https://www.speedrun.com/sm64/runs/zpxr19nm,2024-07-28T07:37:50Z,926.1,926.1,98rky4qx,BigCheese,United States,VC, 16_Star
67,yjx2rrdz,68,https://www.speedrun.com/sm64/runs/yjx2rrdz,2022-02-05T16:33:22Z,926.4,926.4,qj2y1r68,JJsrl,United States,N64, 16_Star
68,yo01q97y,69,https://www.speedrun.com/sm64/runs/yo01q97y,2024-07-03T23:44:03Z,926.85,926.85,0jm36qe8,Xein64,Germany,N64, 16_Star
69,zx5o2wqm,70,https://www.speedrun.com/sm64/runs/zx5o2wqm,2025-11-15T02:29:21Z,926.86,926.86,8rpv21dj,ZeusSM64,New Zealand,N64, 16_Star
70,m733v75y,71,https://www.speedrun.com/sm64/runs/m733v75y,2023-12-19T23:30:16Z,927.28,927.28,x35d1dqj,mdgrav, 16_Starrway,N64, 16_Star
71,zg21rxey,72,https://www.speedrun.com/sm64/runs/zg21rxey,2023-03-30T17:12:16Z,927.38,927.38,jnz2ykqj,ShaDowSPoweR,France,EMU, 16_Star
72,zg887xey,72,https://www.speedrun.com/sm64/runs/zg887xey,2023-12-15T04:01:38Z,927.38,927.38,pj0l653j,FailmanFlo,Germany,N64, 16_Star
73,z5wqw1dz,74,https://www.speedrun.com/sm64/runs/z5wqw1dz,2025-09-08T04:28:46Z,927.46,927.46,8lpgwllj,Vadien,United States,N64, 16_Star
74,mex90e3z,75,https://www.speedrun.com/sm64/runs/mex90e3z,2019-08-08T20:38:47Z,927.92,927.92,1xyldrvj,anti,N64, 16_Star
75,y2886l9y,76,https://www.speedrun.com/sm64/runs/y2886l9y,2025-08-14T23:20:14Z,928.16,928.16,8enge328,BenedictFleur123,Netherlands,EMU, 16_Star
76,zn55429z,77,https://www.speedrun.com/sm64/runs/zn55429z,2026-01-21T21:40:44Z,928.26,928.26,j0n10kw8,jaquarium,United States,N64, 16_Star
77,mexek9qz,78,https://www.speedrun.com/sm64/runs/mexek9qz,2019-10-28T12:26:41Z,928.83,928.83,o862d3xz,Biinny,England,N64, 16_Star
78,zgl8o4em,79,https://www.speedrun.com/sm64/runs/zgl8o4em,2024-05-10T23:12:22Z,929.03,929.03,98rl4w38,HorrorDoesSpeedRuns,United States,N64, 16_Star
79,ylj388nm,80,https://www.speedrun.com/sm64/runs/ylj388nm,2025-04-24T20:47:18Z,929.29,929.29,v813p3lx,Armada,Sweden,N64, 16_Star
80,pm3g2g6z,81,https://www.speedrun.com/sm64/runs/pm3g2g6z,2015-07-30T06:58:05Z,929.36,929.36,N64, 16_Star
81,mk2jrdlm,82,https://www.speedrun.com/sm64/runs/mk2jrdlm,2020-03-21T06:51:31Z,929.46,929.46,dx35yzej,TriforceTK,United States,EMU, 16_Star
82,m7ljloey,83,https://www.speedrun.com/sm64/runs/m7ljloey,2025-08-26T07:45:47Z,929.96,929.96,jm3lqln8,Mauir,Chile,N64, 16_Star
83,z1rkonrm,84,https://www.speedrun.com/sm64/runs/z1rkonrm,2021-06-13T19:38:18Z,930.16,930.16,zx76v0j7,Taggo,Sweden,N64, 16_Star
84,yvx70jez,85,https://www.speedrun.com/sm64/runs/yvx70jez,2024-10-20T01:34:35Z,930.2,930.2,xyrdnrnj,Chemus,Brazil,EMU, 16_Star
85,zx0njj8z,85,https://www.speedrun.com/sm64/runs/zx0njj8z,2025-07-10T03:11:44Z,930.2,930.2,qj234l7x,Petalite,Brazil,EMU, 16_Star
86,zx6x8eqz,87,https://www.speedrun.com/sm64/runs/zx6x8eqz,2021-03-12T03:26:22Z,930.33,930.33,x354692j,manxmud,United States,N64, 16_Star
87,ywnk7lpy,88,https://www.speedrun.com/sm64/runs/ywnk7lpy,2023-11-05T15:46:00Z,930.4,930.4,0jmo9zn8,Redmoss,United States,N64, 16_Star
88,zxjeo18y,89,https://www.speedrun.com/sm64/runs/zxjeo18y,2025-04-15T12:56:05Z,930.5,930.5,8w3rpm4j,Zeohite,France,EMU, 16_Star
89,mkw0qe3m,90,https://www.speedrun.com/sm64/runs/mkw0qe3m,2025-07-15T12:50:45Z,930.73,930.73,xzlelze8,xWicko,Australia,N64, 16_Star
90,mr4p3e7z,91,https://www.speedrun.com/sm64/runs/mr4p3e7z,2021-04-01T22:49:08Z,930.83,930.83,98r294wx,NawidNation,Canada,VC, 16_Star
91,yo0wog1y,91,https://www.speedrun.com/sm64/runs/yo0wog1y,2024-06-27T16:11:38Z,930.83,930.83,7j47lplj,dumpdome64,United States,EMU, 16_Star
92,z0jo824y,93,https://www.speedrun.com/sm64/runs/z0jo824y,2023-06-23T15:59:33Z,931.36,931.36,8vo90m5x,Nicolascs83,Spain,N64, 16_Star
93,zxo5j98z,94,https://www.speedrun.com/sm64/runs/zxo5j98z,2021-11-05T02:38:48Z,931.56,931.56,qxk4wo6j,saksdal,United States,N64, 16_Star
94,yvrpkdoz,95,https://www.speedrun.com/sm64/runs/yvrpkdoz,2022-06-17T00:27:00Z,931.7,931.7,8vkqwknj,GroundPoundGary,United States,EMU, 16_Star
95,ylxlv43y,96,https://www.speedrun.com/sm64/runs/ylxlv43y,2024-09-21T18:54:18Z,931.76,931.76,8dpn5mg8,tiles_,Ireland,EMU, 16_Star
96,m7d3r6wm,97,https://www.speedrun.com/sm64/runs/m7d3r6wm,2021-06-16T14:55:34Z,932.06,932.06,kjpqy9yx,Gainai,Germany,N64, 16_Star
97,m3l40vgm,97,https://www.speedrun.com/sm64/runs/m3l40vgm,2023-04-08T02:03:32Z,932.06,932.06,x35rvpkj,Scythamer,United States,N64, 16_Star
98,me2p0d0m,99,https://www.speedrun.com/sm64/runs/me2p0d0m,2025-08-19T04:27:20Z,932.11,932.11,xko6o278,Seceon,Chile,N64, 16_Star
99,y8g4rgwz,100,https://www.speedrun.com/sm64/runs/y8g4rgwz,2025-08-29T03:00:14Z,932.2,932.2,xk4zke6j,ElDeve,Argentina,EMU, 16_Star
100,yj7wxvdy,101,https://www.speedrun.com/sm64/runs/yj7wxvdy,2025-12-26T16:08:09Z,932.26,932.26,8v06pg5x,MILO218GX,Venezuela,EMU, 16_Star
101,yd4xdq0y,102,https://www.speedrun.com/sm64/runs/yd4xdq0y,2025-08-30T01:52:54Z,932.69,932.69,j4r5lm58,Dorious,Australia,N64, 16_Star
102,y9e48vkz,103,https://www.speedrun.com/sm64/runs/y9e48vkz,2025-09-15T02:18:48Z,932.88,932.88,8w139m3x,oatslice,Australia,N64, 16_Star
103,yvvddv6y,104,https://www.speedrun.com/sm64/runs/yvvddv6y,2024-02-06T00:04:35Z,932.99,932.99,v816eo5x,Soda,VC, 16_Star
104,y25dx8jy,105,https://www.speedrun.com/sm64/runs/y25dx8jy,2020-05-03T13:46:58Z,933.13,933.13,zxzpz50j,Fafel,Japan,N64, 16_Star
105,z5w4exnz,106,https://www.speedrun.com/sm64/runs/z5w4exnz,2025-08-30T17:33:43Z,933.18,933.18,8e6vr17j,piegolds,Australia,EMU, 16_Star
106,zpok558m,107,https://www.speedrun.com/sm64/runs/zpok558m,2025-08-08T16:57:59Z,933.28,933.28,jo3w720j,JumboJolt,Antarctica,EMU, 16_Star
107,y6vl5p0m,108,https://www.speedrun.com/sm64/runs/y6vl5p0m,2024-03-02T01:09:02Z,933.35,933.35,18q6977j,Burnito,France,N64, 16_Star
108,z07xvv9y,109,https://www.speedrun.com/sm64/runs/z07xvv9y,2021-10-07T23:17:32Z,933.99,933.99,o86nzl0x,Xoofey,United States,N64, 16_Star
109,z0xlo2oz,110,https://www.speedrun.com/sm64/runs/z0xlo2oz,2023-11-25T00:00:29Z,934.6,934.6,8e6k1loj,Phoenix,Australia,VC, 16_Star
110,zg64p2em,111,https://www.speedrun.com/sm64/runs/zg64p2em,2025-09-14T08:50:57Z,934.7,934.7,xzlq0er8,ricefarm,United States,N64, 16_Star
111,y2go7kjz,112,https://www.speedrun.com/sm64/runs/y2go7kjz,2023-08-27T13:57:24Z,934.76,934.76,68wwn48g,Mitagi,Japan,N64, 16_Star
112,z0025v4z,113,https://www.speedrun.com/sm64/runs/z0025v4z,2025-08-22T20:42:36Z,934.83,934.83,48g7gd18,jepega,Netherlands,N64, 16_Star
113,ywodg33m,114,https://www.speedrun.com/sm64/runs/ywodg33m,2026-03-18T01:06:46Z,935.13,935.13,j4p9v2mj,Sprookie_Meow,United States,EMU, 16_Star
114,yox7k3jy,115,https://www.speedrun.com/sm64/runs/yox7k3jy,2024-08-12T15:10:04Z,935.53,935.53,x359w0kj,mads_x3,Australia,N64, 16_Star
115,yl4p552m,116,https://www.speedrun.com/sm64/runs/yl4p552m,2019-02-14T09:58:12Z,935.6,935.6,5j5v2nz8,Shans,Australia,EMU, 16_Star
116,y263ng9m,117,https://www.speedrun.com/sm64/runs/y263ng9m,2026-02-25T21:50:21Z,935.65,935.65,8vrlwknx,Baladron11,Chile,EMU, 16_Star
117,zxpoerky,118,https://www.speedrun.com/sm64/runs/zxpoerky,2026-04-03T12:49:18Z,935.83,935.83,v81ddq38,Smau,Finland,N64, 16_Star
118,z5xn4n5y,119,https://www.speedrun.com/sm64/runs/z5xn4n5y,2022-11-06T17:49:38Z,936.13,936.13,zx7dz1vx,AlejoIH,Spain,EMU, 16_Star
119,dy4e0eqm,120,https://www.speedrun.com/sm64/runs/dy4e0eqm,2015-07-30T06:59:18Z,937.56,937.56,kj9lkowj,batora,Japan,N64, 16_Star
120,y68orw0z,121,https://www.speedrun.com/sm64/runs/y68orw0z,2025-12-12T18:11:58Z,937.71,937.71,864vnd5j,Louis64,Germany,N64, 16_Star
121,m7j7pq5m,122,https://www.speedrun.com/sm64/runs/m7j7pq5m,2026-03-29T18:42:43Z,937.76,937.76,joo3093j,ChiaraSM64,France,EMU, 16_Star
122,y9ej3o2z,123,https://www.speedrun.com/sm64/runs/y9ej3o2z,2025-07-25T05:10:21Z,937.86,937.86,x7qqopy8,Kudo,France,N64, 16_Star
123,y9v57xkm,124,https://www.speedrun.com/sm64/runs/y9v57xkm,2022-04-20T19:47:59Z,937.9,937.9,48g7gd18,jepega,Netherlands,VC, 16_Star
124,y8jljkwz,125,https://www.speedrun.com/sm64/runs/y8jljkwz,2022-03-12T19:45:18Z,937.98,937.98,x35wo52j,2porridge,United States,N64, 16_Star
125,y8e1kdwy,126,https://www.speedrun.com/sm64/runs/y8e1kdwy,2021-08-10T15:34:12Z,938.0,938.0,xz9z40r8,zMatt_,Italy,EMU, 16_Star
126,z5rqekey,127,https://www.speedrun.com/sm64/runs/z5rqekey,2021-07-16T18:21:34Z,938.23,938.23,7j4mzd5j,Thomkar, 16_Starrway,EMU, 16_Star
127,zqpno41m,128,https://www.speedrun.com/sm64/runs/zqpno41m,2025-08-27T00:33:12Z,938.26,938.26,8v5253yj,taciturn,United States,EMU, 16_Star
128,z1lp2jjm,129,https://www.speedrun.com/sm64/runs/z1lp2jjm,2023-06-26T23:58:20Z,939.06,939.06,18vk21yj,Tabascoth,Austria,N64, 16_Star
129,y9jxdnrm,130,https://www.speedrun.com/sm64/runs/y9jxdnrm,2024-04-23T02:47:11Z,939.17,939.17,8v21mo5j,rawzlyn,United States,N64, 16_Star
130,y8jknj5z,131,https://www.speedrun.com/sm64/runs/y8jknj5z,2022-02-10T18:42:38Z,939.2,939.2,8gee7n7j,LxqZach,Germany,N64, 16_Star
131,y9e8l02z,132,https://www.speedrun.com/sm64/runs/y9e8l02z,2025-07-14T01:26:49Z,939.4,939.4,8vo9o92x,Carlos64,Spain,EMU, 16_Star
132,yl72o8rm,133,https://www.speedrun.com/sm64/runs/yl72o8rm,2022-07-15T00:44:25Z,939.46,939.46,8rpv21dj,ZeusSM64,New Zealand,EMU, 16_Star
133,yv581eom,134,https://www.speedrun.com/sm64/runs/yv581eom,2025-12-13T07:17:19Z,940.06,940.06,xz9z40r8,zMatt_,Italy,N64, 16_Star
134,yvl0546z,135,https://www.speedrun.com/sm64/runs/yvl0546z,2024-04-23T22:54:38Z,940.45,940.45,7j40gpw8,cuas,VC, 16_Star
135,megkkg3y,136,https://www.speedrun.com/sm64/runs/megkkg3y,2024-07-11T17:33:52Z,940.65,940.65,jnzgrmwj,CyanogenSm64,Uzbekistan,VC, 16_Star
136,yv5qprxm,137,https://www.speedrun.com/sm64/runs/yv5qprxm,2025-11-24T14:29:54Z,941.33,941.33,86nqn6wx,Susano130,Japan,N64, 16_Star
137,y4n5823m,138,https://www.speedrun.com/sm64/runs/y4n5823m,2025-04-27T14:21:05Z,941.36,941.36,xz27094x,Sadr,France,EMU, 16_Star
138,yj91117z,139,https://www.speedrun.com/sm64/runs/yj91117z,2024-08-07T13:55:29Z,941.7,941.7,8ek64w68,mAf1sss,Israel,EMU, 16_Star
139,ywrok59m,140,https://www.speedrun.com/sm64/runs/ywrok59m,2023-08-16T00:13:02Z,942.06,942.06,j5wo65gj,Blahaj64,Canada,N64, 16_Star
140,y9wl7o2z,141,https://www.speedrun.com/sm64/runs/y9wl7o2z,2025-11-21T06:16:11Z,942.2,942.2,x77dy6qx,symplicial,United States,N64, 16_Star
141,mkgx6xly,142,https://www.speedrun.com/sm64/runs/mkgx6xly,2021-07-09T14:46:09Z,942.25,942.25,pj0l653j,FailmanFlo,Germany,EMU, 16_Star
142,yl2773nz,143,https://www.speedrun.com/sm64/runs/yl2773nz,2026-04-10T14:51:26Z,942.27,942.27,x7z7pey8,Everchix,Japan,N64, 16_Star
143,yj9vrogz,144,https://www.speedrun.com/sm64/runs/yj9vrogz,2024-11-12T06:31:13Z,942.46,942.46,x72zygq8,Avasion,United States,N64, 16_Star
144,zng50wlm,144,https://www.speedrun.com/sm64/runs/zng50wlm,2025-08-17T15:24:37Z,942.46,942.46,v816eo5x,Soda,N64, 16_Star
145,zn4kk07m,146,https://www.speedrun.com/sm64/runs/zn4kk07m,2018-07-24T19:00:10Z,942.51,942.51,98rp5e6j,Paracusia,Australia,EMU, 16_Star
146,mrdplk7z,147,https://www.speedrun.com/sm64/runs/mrdplk7z,2025-08-30T21:17:12Z,942.56,942.56,8v57kgvj,GrievousD2,Canada,N64, 16_Star
147,yvowlo8z,148,https://www.speedrun.com/sm64/runs/yvowlo8z,2021-11-27T16:15:40Z,942.83,942.83,dx394zkx,max25,England,N64, 16_Star
148,ywr1g1pm,149,https://www.speedrun.com/sm64/runs/ywr1g1pm,2023-05-03T21:26:03Z,942.86,942.86,8g51pypj,LinuxHater,Spain,EMU, 16_Star
149,y2kjk1jy,150,https://www.speedrun.com/sm64/runs/y2kjk1jy,2023-12-02T16:32:16Z,943.1,943.1,N64, 16_Star
150,y27d9rwz,151,https://www.speedrun.com/sm64/runs/y27d9rwz,2021-08-17T10:54:03Z,943.16,943.16,8gee7n7j,LxqZach,Germany,EMU, 16_Star
151,z5rd5xjy,152,https://www.speedrun.com/sm64/runs/z5rd5xjy,2021-05-15T00:44:18Z,943.23,943.23,v8lgdovj,Drac,Brazil,EMU, 16_Star
152,ywn1eg0y,153,https://www.speedrun.com/sm64/runs/ywn1eg0y,2023-09-11T21:56:36Z,943.33,943.33,j2636gox,smc_,Scotland,N64, 16_Star
153,m78k20wz,154,https://www.speedrun.com/sm64/runs/m78k20wz,2021-04-04T00:49:24Z,943.34,943.34,pj0o24rj,Aleph64,Germany,VC, 16_Star
154,zq86k95z,155,https://www.speedrun.com/sm64/runs/zq86k95z,2024-02-18T03:31:07Z,943.8,943.8,x72zygq8,Avasion,United States,EMU, 16_Star
155,ydvwgdqy,156,https://www.speedrun.com/sm64/runs/ydvwgdqy,2025-01-25T01:19:34Z,944.06,944.06,8q3lvp7j,Nagol64m,United States,N64, 16_Star
156,mel4d83z,157,https://www.speedrun.com/sm64/runs/mel4d83z,2023-06-18T17:05:29Z,944.51,944.51,8gee0n2j,Doginator,United States,N64, 16_Star
157,ywxqx83m,158,https://www.speedrun.com/sm64/runs/ywxqx83m,2024-08-15T04:33:53Z,944.7,944.7,qjn77418,sorichi,Japan,N64, 16_Star
158,yw59542y,159,https://www.speedrun.com/sm64/runs/yw59542y,2026-02-10T10:45:22Z,944.83,944.83,j9royowj,Happyzombie33,China,EMU, 16_Star
159,megxg89y,160,https://www.speedrun.com/sm64/runs/megxg89y,2024-07-24T21:52:41Z,945.46,945.46,pj0eny48,scoagogo, 16_Starrthern Ireland,EMU, 16_Star
